frames/f2_0060_4000.00_4.00.jpg,676,572,703,598,pin
frames/f2_0060_4000.00_4.00.jpg,739,569,763,595,pin
frames/f2_0060_4000.00_4.00.jpg,797,565,823,593,pin
frames/f2_0060_4000.00_4.00.jpg,856,566,881,593,pin
frames/f2_0061_4066.67_4.07.jpg,676,572,704,598,pin
frames/f2_0061_4066.67_4.07.jpg,739,569,763,595,pin
frames/f2_0061_4066.67_4.07.jpg,797,566,823,593,pin
frames/f2_0061_4066.67_4.07.jpg,856,566,881,593,pin
frames/f2_0085_5666.67_5.67.jpg,677,572,704,598,pin
frames/f2_0085_5666.67_5.67.jpg,739,569,764,595,pin
frames/f2_0085_5666.67_5.67.jpg,797,566,823,593,pin
frames/f2_0085_5666.67_5.67.jpg,856,566,881,593,pin
frames/f2_0142_9466.67_9.47.jpg,439,572,465,600,pin
frames/f2_0142_9466.67_9.47.jpg,502,572,528,597,pin
frames/f2_0142_9466.67_9.47.jpg,561,570,587,598,pin
frames/f2_0142_9466.67_9.47.jpg,619,574,643,601,pin
frames/f2_0142_9466.67_9.47.jpg,677,571,705,598,pin
frames/f2_0142_9466.67_9.47.jpg,739,569,764,595,pin
frames/f2_0142_9466.67_9.47.jpg,797,566,823,594,pin
frames/f2_0142_9466.67_9.47.jpg,856,566,881,593,pin
frames/f2_0162_10800.00_10.80.jpg,439,572,465,600,pin
frames/f2_0162_10800.00_10.80.jpg,502,572,528,597,pin
frames/f2_0162_10800.00_10.80.jpg,561,570,586,598,pin
frames/f2_0162_10800.00_10.80.jpg,618,574,645,601,pin
frames/f2_0162_10800.00_10.80.jpg,678,571,705,597,pin
frames/f2_0162_10800.00_10.80.jpg,739,569,764,596,pin
frames/f2_0162_10800.00_10.80.jpg,797,566,823,594,pin
frames/f2_0162_10800.00_10.80.jpg,856,566,882,593,pin
frames/f2_0215_14333.33_14.33.jpg,439,572,465,599,pin
frames/f2_0215_14333.33_14.33.jpg,501,572,527,597,pin
frames/f2_0215_14333.33_14.33.jpg,561,570,586,598,pin
frames/f2_0215_14333.33_14.33.jpg,618,574,644,600,pin
frames/f2_0215_14333.33_14.33.jpg,672,502,698,528,pin
frames/f2_0215_14333.33_14.33.jpg,678,571,705,597,pin
frames/f2_0215_14333.33_14.33.jpg,737,511,764,538,pin
frames/f2_0215_14333.33_14.33.jpg,739,569,764,596,pin
frames/f2_0215_14333.33_14.33.jpg,797,567,823,594,pin
frames/f2_0215_14333.33_14.33.jpg,802,510,831,535,pin
frames/f2_0215_14333.33_14.33.jpg,857,566,882,593,pin
frames/f2_0215_14333.33_14.33.jpg,861,508,888,534,pin
frames/f2_0249_16600.00_16.60.jpg,439,572,465,599,pin
frames/f2_0249_16600.00_16.60.jpg,501,571,528,597,pin
frames/f2_0249_16600.00_16.60.jpg,561,571,586,599,pin
frames/f2_0249_16600.00_16.60.jpg,619,574,644,600,pin
frames/f2_0249_16600.00_16.60.jpg,672,504,698,530,pin
frames/f2_0249_16600.00_16.60.jpg,678,571,706,597,pin
frames/f2_0249_16600.00_16.60.jpg,736,510,763,537,pin
frames/f2_0249_16600.00_16.60.jpg,738,569,764,596,pin
frames/f2_0249_16600.00_16.60.jpg,797,567,823,594,pin
frames/f2_0249_16600.00_16.60.jpg,802,510,830,536,pin
frames/f2_0249_16600.00_16.60.jpg,857,566,882,593,pin
frames/f2_0249_16600.00_16.60.jpg,860,508,888,534,pin
frames/f2_0313_20866.67_20.87.jpg,439,506,467,532,pin
frames/f2_0313_20866.67_20.87.jpg,439,569,465,596,pin
frames/f2_0313_20866.67_20.87.jpg,498,507,526,533,pin
frames/f2_0313_20866.67_20.87.jpg,500,566,527,592,pin
frames/f2_0313_20866.67_20.87.jpg,556,501,583,527,pin
frames/f2_0313_20866.67_20.87.jpg,559,565,585,593,pin
frames/f2_0313_20866.67_20.87.jpg,614,507,638,533,pin
frames/f2_0313_20866.67_20.87.jpg,619,566,643,593,pin
frames/f2_0313_20866.67_20.87.jpg,672,511,699,537,pin
frames/f2_0313_20866.67_20.87.jpg,677,572,704,599,pin
frames/f2_0313_20866.67_20.87.jpg,736,511,763,537,pin
