frames720/006118.png,536,0,614,720,tower
frames720/003158.png,562,351,705,465,RVA
frames720/003158.png,880,363,974,468,NDL
frames720/007256.png,405,1,705,718,tower
frames720/000597.png,587,283,628,392,tower
frames720/004831.png,451,294,675,452,RVA
frames720/000967.png,136,338,217,546,tower
frames720/002793.png,632,377,749,473,RVA
frames720/002793.png,891,374,973,466,NDL
frames720/004673.png,628,342,798,461,RVA
frames720/004292.png,0,299,103,400,RVA
frames720/004292.png,399,368,584,561,NDL
frames720/004292.png,990,223,1063,275,RVA
frames720/007517.png,593,375,657,564,tower
frames720/006245.png,635,0,734,718,tower
frames720/005099.png,289,446,502,624,RVA
frames720/001403.png,660,322,701,449,tower
frames720/006064.png,545,13,626,720,tower
frames720/001360.png,685,286,706,356,tower
frames720/005747.png,545,0,670,659,tower
frames720/004883.png,479,291,720,457,RVA
frames720/001752.png,5,214,74,492,tower
frames720/001752.png,653,345,710,387,RVA
frames720/005492.png,367,15,486,453,tower
frames720/001388.png,699,295,732,392,tower
frames720/002290.png,532,411,637,486,RVA
frames720/002290.png,861,448,965,559,NDL
frames720/002290.png,1148,330,1191,371,RVA
frames720/004033.png,219,345,429,498,RVA
frames720/004033.png,828,419,984,590,NDL
frames720/003105.png,540,366,685,482,RVA
frames720/003105.png,868,389,962,496,NDL
frames720/004712.png,592,352,779,481,RVA
frames720/004177.png,68,261,215,378,RVA
frames720/004177.png,597,352,782,535,NDL
frames720/006429.png,526,0,727,720,tower
frames720/005846.png,530,0,645,720,tower
frames720/007001.png,549,23,758,718,tower
frames720/001368.png,684,283,709,361,tower
frames720/001977.png,104,445,170,533,NDL
frames720/001977.png,529,320,643,400,RVA
frames720/005867.png,541,12,646,720,tower
frames720/005706.png,547,0,686,671,tower
frames720/006268.png,626,0,753,718,tower
frames720/003319.png,422,224,592,348,RVA
frames720/003319.png,840,300,952,417,NDL
frames720/003046.png,580,355,729,474,RVA
frames720/003046.png,901,379,995,486,NDL
frames720/005277.png,465,110,544,371,tower
frames720/005269.png,463,96,542,357,tower
frames720/006225.png,631,0,722,718,tower
frames720/001048.png,106,307,186,556,tower
frames720/004335.png,0,341,80,442,RVA
frames720/004335.png,339,410,514,597,NDL
frames720/004335.png,958,235,1039,296,RVA
frames720/002679.png,739,303,857,389,RVA
frames720/002679.png,1030,342,1122,444,NDL
frames720/002679.png,1228,243,1265,284,RVA
frames720/002861.png,622,398,740,498,RVA
frames720/002861.png,894,396,977,492,NDL
frames720/004146.png,93,268,251,389,RVA
frames720/004146.png,643,354,825,534,NDL
frames720/006131.png,534,0,616,720,tower
frames720/002490.png,649,275,754,355,RVA
frames720/002490.png,951,324,1040,421,NDL
frames720/002490.png,1175,235,1213,274,RVA
frames720/001417.png,595,362,654,519,tower
frames720/000605.png,587,289,633,410,tower
frames720/003393.png,518,228,732,368,RVA
frames720/003393.png,1040,359,1170,507,NDL
frames720/006391.png,539,0,727,720,tower
frames720/001961.png,119,470,190,558,NDL
frames720/001961.png,540,329,654,409,RVA
frames720/004470.png,68,540,194,690,NDL
frames720/004470.png,782,336,908,425,RVA
frames720/005406.png,425,86,524,437,tower
frames720/007016.png,544,13,758,718,tower
frames720/001804.png,550,385,645,457,RVA
frames720/006559.png,575,0,799,718,tower
frames720/004966.png,498,343,768,534,RVA
frames720/006754.png,553,0,804,718,tower
frames720/002780.png,631,379,748,481,RVA
frames720/002780.png,892,374,974,469,NDL
frames720/002746.png,702,399,828,502,RVA
frames720/002746.png,980,395,1068,496,NDL
frames720/000513.png,644,190,793,594,tower
frames720/004120.png,145,297,321,428,RVA
frames720/004120.png,728,351,903,531,NDL
frames720/004549.png,0,530,91,664,NDL
frames720/004549.png,671,373,823,479,RVA
frames720/002684.png,748,315,866,401,RVA
